DTXSID,PREFERRED NAME,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,TOXCAST ACTIVE,TOXCAST TOTAL,% TOXCAST ACTIVE,HIT CALL,CONTINUOUS HIT CALL,TOP,SCALED TOP,AC50,LOGAC50
DTXSID8043941,N-Formylpiperidine,2591-86-8,C6H11NO,113.084064,1,334,0,Inactive,-2.2684453302682228e-11,12.799830113898212,0.5199104851009414,0.21079897187366,-0.6761315116316211
DTXSID0020365,Cyclosporin A,59865-13-3,C62H111N11O12,1201.841368,170,482,35,Inactive,-2.2486935830694533e-11,3.3446950718324793,0.13585664980217102,10.85,1.0354297381845483
DTXSID8020674,Griseofulvin,126-07-8,C17H17ClO6,352.071366,62,443,14,Inactive,-2.091954367676123e-11,10.181736458796996,0.4135673281878359,0.21578564309648984,-0.6659774536817845
DTXSID9020374,"p,p'-DDE",72-55-9,C14H8Cl4,315.938011,232,712,33,Inactive,-1.7351292008211344e-11,5.251642396585893,0.2133140769595807,0.03860778990827348,-1.4133250587259487
DTXSID7034961,Thiacloprid,111988-49-9,C10H9ClN4S,252.023645,24,742,3,Inactive,-1.6290479644431326e-11,9.869444575820765,0.4008824860511452,0.1432266134696517,-0.8439762766571972
DTXSID4021268,Simazine,122-34-9,C7H12ClN5,201.078123,21,695,3,Inactive,-1.1303317888762506e-11,2.9457256257109807,0.11965109110118062,25,1.3979400086720377
DTXSID8047349,AVE8488,NOCAS_47349,C23H25ClFN3O4,461.151762,194,625,31,Inactive,-6.787945722677738e-12,6.585019824390111,0.2674739290157116,0.04025843855836003,-1.3951430734274584
DTXSID7047649,4-Methoxybenzyl formate,122-91-8,C9H10O3,166.062994,2,249,1,Inactive,-6.634225562931908e-12,9.087113936359,0.3691053531788698,0.25786959101673834,-0.5885998685339444
DTXSID2024242,Paclobutrazol,76738-62-0,C15H20ClN3O,293.129490,95,696,14,Inactive,-2.5976675959689914e-12,13.972938833385664,0.567560455295672,0.2003191677567832,-0.6982774927797056
DTXSID5035616,Sodium 2-nitrophenolate,824-39-5,C6H4NNaO3,161.008887,3,363,1,Inactive,-2.4945817269457867e-12,6.991643648766619,0.2839903974300573,0.0743685068931211,-1.1286109378158353
DTXSID5027356,Tris(2-methoxyethoxy)vinylsilane,1067-53-4,C11H24O6Si,280.134215,10,358,3,Inactive,-1.8828664743943738e-12,4.7786519007906705,0.19410189086579702,0.6771121617907953,-0.16933938565435774
DTXSID7021946,1-Decanol,112-30-1,C10H22O,158.167065,23,608,4,Inactive,-1.6678702179838308e-12,7.340962712671217,0.2981792298093595,13.997713244680313,1.1460570923686662
DTXSID3042633,Clomipramine hydrochloride,17321-77-6,C19H24Cl2N2,350.131654,133,332,40,Inactive,-1.1225485742367434e-12,6.355559963842869,0.25815360317179475,0.09390544129699269,-1.0273092420598526
DTXSID4038922,Tetrabromobisphenol A bis(2-hydroxyethyl) ether,4162-45-2,C19H20Br4O4,627.809511,235,456,52,Inactive,-6.612803163702359e-13,7.668623328355946,0.3114883275187227,0.07708374621389916,-1.1130371871083171
DTXSID5047249,Fandosentan potassium salt,221246-12-4,C25H17F3KNO6S,555.036574,147,635,23,Inactive,-6.072328732815494e-13,2.5578991855480857,0.10389814509753607,25.000000000000004,1.3979400086720377
DTXSID6024177,Methamidophos,10265-92-6,C2H8NO2PS,141.001337,10,742,1,Inactive,-5.692790621999672e-13,15.213020633054159,0.6179307746118977,0.14423231836239442,-0.8409374156648879
DTXSID3020257,"1,​2-​Benzenediol",120-80-9,C6H6O2,110.036779,117,603,19,Inactive,-5.009944891169696e-13,22.445096047163528,0.9116871607027963,6.025379118767906,0.7799843780533606
DTXSID7044841,Bisphenol A glycidyl methacrylate,1565-94-2,C29H36O8,512.241018,120,331,36,Inactive,-4.63952771293816e-13,9.539049747282194,0.3874623285918822,0.11928836692216353,-0.9234019069403028
DTXSID9047338,HMR1426,262376-75-0,C16H12ClNOS,301.032813,177,642,28,Inactive,-4.524763796345063e-13,3.0115950861903054,0.12232661279532857,25.000000000000004,1.3979400086720377
DTXSID8044593,1-Benzylquinolinium chloride,15619-48-4,C16H14ClN,255.081477,130,624,21,Inactive,-2.298327712559029e-13,5.783726976589919,0.23492657881648024,0.16660700054433192,-0.7783067542263579
DTXSID8034665,Imazapyr,81334-34-1,C13H15N3O3,261.111341,9,685,1,Inactive,-2.2591174034125278e-13,3.975921865853872,0.16149616421510304,25,1.3979400086720377
DTXSID9044164,4-Pentylphenol,14938-35-3,C11H16O,164.120115,155,335,46,Inactive,-1.9761629488354917e-13,4.716962094309727,0.1915961406388104,4.053438189174354,0.6078235548529447
DTXSID9032589,Bromadiolone,28772-56-7,C30H23BrO4,526.077972,210,489,43,Inactive,-1.772174424498516e-13,8.103179609799117,0.32913937171840013,4.742364038301226,0.6759948886883854
DTXSID5041512,4-Chlorophenylurea,140-38-5,C7H7ClN2O,170.024691,3,370,1,Inactive,-1.5704625343212739e-13,8.4232380200468,0.3421396788984015,5.862671181567984,0.7680955366826299
DTXSID3040722,4-Cyclohexylcyclohexanol,2433-14-9,C12H22O,182.167065,38,627,6,Inactive,-1.5105174464624655e-13,4.992604624731188,0.20279233937196903,0.7436065739878226,-0.1286567794245942
DTXSID1020433,"3,3'-Dichlorobenzidine dihydrochloride",612-83-9,C12H12Cl4N2,323.975459,155,487,32,Inactive,-1.2269984439433147e-13,8.358399928394881,0.3395060499061569,13.233842877731583,1.1216859740631127
DTXSID2047351,SSR 240612,464930-42-5,C42H53ClN4O7S,792.332349,347,656,53,Inactive,-1.0721910491221789e-13,10.771319454763697,0.4375153320841907,0.21101518691736143,-0.6756862870859253
DTXSID4047387,SAR102779,NOCAS_47387,C35H38Cl2FN3O7,701.207084,317,653,49,Inactive,-5.671927193522632e-14,11.884593262979763,0.48273489519786955,4.961204222720106,0.6955871046767669
DTXSID1033161,Aldicarb sulfoxide,1646-87-3,C7H14N2O3S,206.072513,13,368,4,Inactive,-4.248849137506143e-14,0.5591965852597821,0.02271375208281262,25,1.3979400086720377
DTXSID4042129,Phenylmercuric chloride,100-56-1,C6H5ClHg,313.978621,159,247,64,Inactive,-3.340355057025334e-14,8.95457634745933,0.36372186906027076,0.18340502587944205,-0.7365887674566111
DTXSID8023892,Abamectin,71751-41-2,, ,435,803,54,Inactive,-3.235679021422064e-14,7.229147831169346,0.29363747192930606,0.45067199741278063,-0.34613942605798853
DTXSID1023869,Ametryn,834-12-8,C9H17N5S,227.120467,64,674,9,Inactive,-2.6031368002765542e-14,8.401054417992185,0.341238613243399,46.14850405569865,1.6641576275529346
DTXSID3025881,"1,2-Phenylenediamine",95-54-5,C6H8N2,108.068748,169,640,26,Inactive,-2.4881486404266574e-14,14.473974751682078,0.5879118056664583,0.4335014031744505,-0.3630094924439768
DTXSID2022678,Bicalutamide,90357-06-5,C18H14F4N2O4S,430.061041,60,409,15,Inactive,-1.142741317517836e-14,6.7263164776130235,0.27321319358927015,0.0533093439239265,-1.2731966622878617
DTXSID5037494,Desethylatrazine,6190-65-4,C6H10ClN5,187.062473,3,372,1,Inactive,-1.1236501657265109e-14,9.826990297301604,0.39915805499674073,0.6330161428620944,-0.1985852146800595
DTXSID3032751,"1,3-Diiminobenz(f)isoindoline",65558-69-2,C12H9N3,195.079647,137,247,55,Inactive,-1.1148998908383678e-14,2.3067689504199733,0.09369760015224018,25,1.3979400086720377
DTXSID2032421,Lithium perfluorooctanesulfonate,29457-72-5,C8F17LiO3S,505.945672,15,247,6,Inactive,-5.2897082960178775e-15,10.37445715932725,0.4213953627797077,6.188337798261958,0.791574012189108
DTXSID1024091,S-Ethyl dipropylthiocarbamate,759-94-4,C9H19NOS,189.118735,14,743,2,Inactive,-5.173182480877408e-15,15.065458878100195,0.6119370307170348,6.604330771902364,0.8198288163797559
DTXSID2042276,o-Ethoxyphenol,94-71-3,C8H10O2,138.068080,11,361,3,Inactive,-4.785951314529729e-15,6.640825412781749,0.2697406708610222,0.05432604380018445,-1.2649919205563498
DTXSID2023016,Ethisterone,434-03-7,C21H28O2,312.208930,30,332,9,Inactive,-3.765765945552714e-15,7.538766203864711,0.3062137199663346,45.37350246876606,1.6568023045943876
DTXSID8023927,p-Bromodiphenyl ether,101-55-3,C12H9BrO,247.983678,56,602,9,Inactive,-3.371138043723389e-15,4.7562598709528086,0.19319235917734465,0.12007436845154976,-0.9205496889174266
DTXSID4027494,"2,3-Diaminotoluene",2687-25-4,C7H10N2,122.084398,144,632,23,Inactive,-2.4821026090330866e-15,8.27260996993789,0.3360213865534977,6.856208479200137,0.8360840148646218
DTXSID6024460,C.I. Solvent Yellow 1,60-09-3,C12H11N3,197.095297,197,638,31,Inactive,-2.123036618621746e-15,10.70441795217039,0.4347978903402178,2.4099185862331765,0.3820023711446136
DTXSID4034653,Hexaconazole,79983-71-4,C14H17Cl2N3O,313.074868,275,725,38,Inactive,-1.6717912620684178e-15,4.71265968360726,0.19142138297284778,0.13466997582215628,-0.870729217849317
DTXSID6022345,"o,p'-DDT",789-02-6,C14H9Cl5,351.914689,287,710,40,Inactive,-1.485334897568566e-15,8.587079260477726,0.3487946718189318,0.4572846273502983,-0.3398133981582534
DTXSID3034165,Nilutamide,63612-50-0,C12H10F3N3O4,317.062340,116,648,18,Inactive,-1.4310425693487719e-15,6.478785500919415,0.26315884528736994,0.002914620019123545,-2.5354180564639797
DTXSID3024154,Iprodione,36734-19-7,C13H13Cl2N3O3,329.033397,116,742,16,Inactive,-1.2136813801424442e-15,4.45004810215633,0.1807544824366424,0.051737409639338656,-1.2861953190965398
DTXSID3032622,Hymexazol,10004-44-1,C4H5NO2,99.032028,2,331,1,Inactive,-1.0664428130379358e-15,6.77676776264221,0.2752624514184822,0.10316739647344392,-0.986457529150907
DTXSID4047709,Cananga oil,68606-83-7,, ,57,331,17,Inactive,-8.591514307671233e-16,6.985408989765653,0.28373715464817756,0.21092318949774636,-0.6758756700600967
DTXSID6038877,3-Hydroxy-2-naphthoic o-anisidide,135-62-6,C18H15NO3,293.105193,124,344,36,Inactive,-4.731469026776612e-16,13.220276941084494,0.5369884237873477,1.0160224968539617,0.0069033242386170035
DTXSID6035152,"1-(Hydroxymethyl)-5,5-dimethylhydantoin",116-25-6,C6H10N2O3,158.069142,11,592,2,Inactive,-4.653532196232273e-16,7.011559607575176,0.2847993547141203,0.2054946797007226,-0.687199417615302
DTXSID2027206,3-Methyl-2-buten-1-ol,556-82-1,C5H10O,86.073165,1,336,0,Inactive,-3.7570481085258385e-16,3.8766813379146337,0.15746515829053695,0.23637720113016553,-0.6263944140041899
DTXSID6047109,Hydrotropic aldehyde dimethyl acetal,90-87-9,C11H16O2,180.115030,2,331,1,Inactive,-2.692716067436103e-16,2.295225827419328,0.09322873528251595,1.1640520792008737,0.06597241090115527
DTXSID5021754,"5,5-Dimethylhydantoin",77-71-4,C5H8N2O2,128.058578,6,598,1,Inactive,-2.544287991741016e-16,6.243740568464305,0.25361166194463436,0.8402542922885639,-0.07558926033723919
DTXSID4047545,3-Thiatetradecanoic acid,116296-31-2,C13H26O2S,246.165351,71,329,22,Inactive,-2.2975807118850683e-16,14.710329221068989,0.5975121804949723,12.148107646153276,1.0845086316100105
DTXSID0041567,"(9Z,12R)-12-Hydroxyoctadec-9-enoic acid",141-22-0,C18H34O3,298.250795,67,372,18,Inactive,-2.2801693101326365e-16,5.139831431335878,0.2087724781519825,0.03999709813707436,-1.397971516391336
DTXSID4041367,"2,4-Dinitrophenyl thiocyanate",1594-56-5,C7H3N3O4S,224.984427,164,329,50,Inactive,-1.915870241161166e-16,9.655013815282992,0.39217262039357637,0.20722133767594886,-0.6835655271227518
DTXSID1038666,Chlorpyrifos oxon,5598-15-2,C9H11Cl3NO4P,332.949128,228,768,30,Inactive,-1.6472358192836428e-16,8.555982977435054,0.34753158602344164,0.07325385149165782,-1.1351695363308392
DTXSID2024585,Benzo(f)quinoline,85-02-9,C13H9N,179.073499,70,444,16,Inactive,-1.3010793423135766e-16,14.414023208432315,0.5854766611640566,6.151374849358953,0.7889721926468786
DTXSID0020442,"2,4-Dichlorophenoxyacetic acid",94-75-7,C8H6Cl2O3,219.969400,32,733,4,Inactive,-1.1693514380096029e-16,15.490614149457691,0.6292062195584309,6.240421590301132,0.7952139307331489
DTXSID5044520,Tetrabromophenolphthalein ethyl ester,1176-74-5,C22H14Br4O4,657.762561,183,464,39,Inactive,-9.169092535436302e-17,8.953431250419767,0.3636753568837786,0.055448881362338893,-1.2561072109767497
DTXSID0032493,Triadimenol,55219-65-3,C14H18ClN3O2,295.108754,116,733,16,Inactive,-9.057451671640452e-17,7.176388964271565,0.2914944834803877,6.1364277484572956,0.7879156251130002
DTXSID3020207,Dinoseb,88-85-7,C10H12N2O5,240.074621,255,626,41,Inactive,-8.708415615780036e-17,10.891584971904834,0.44240034249459226,6.209715518921981,0.7930717046222541
DTXSID1048178,FR130739,136042-19-8,C24H22N7Na,431.183438,99,621,16,Inactive,-8.247911618871468e-17,5.723379053749625,0.2324753339515454,0.03990555512206422,-1.3989666433877186
DTXSID8047185,Isopentyl benzoate,94-46-2,C12H16O2,192.115030,2,357,1,Inactive,-6.45785740306372e-17,7.925048103373586,0.3219039289747578,0.07234886808930407,-1.1405682591049253
DTXSID2038788,"1,4-Cyclohexanedicarboxylic acid",1076-97-7,C8H12O4,172.073559,7,366,2,Inactive,-3.8709667955194494e-17,8.16154396575264,0.3315100469809923,0.06152750296660672,-1.2109307099701405
DTXSID7024160,Lactofen,77501-63-4,C19H15ClF3NO7,461.048914,141,742,19,Inactive,-3.254185925197793e-17,5.3730332328837065,0.21824479619763348,0.15640829749523055,-0.805740211245443
DTXSID7026994,n-Dodecylbenzene,123-01-3,C18H30,246.234751,12,605,2,Inactive,-3.233395272377191e-17,13.219829201101206,0.5369702372403514,6.079233500782099,0.783848824771781
DTXSID3042261,Pencycuron,66063-05-6,C19H21ClN2O,328.134241,61,247,25,Inactive,-2.267027573369889e-17,6.2322286684342485,0.2531440653065695,0.04759734667610467,-1.3224172564400976
DTXSID6044519,"1,1,3,3,5-Pentamethyl-4,6-dinitro-2,3-dihydro-1H-indene",116-66-5,C14H18N2O4,278.126657,72,445,16,Inactive,-1.7052189203632388e-17,5.210728832996113,0.2116522275050263,0.048852071735497035,-1.3111170138445787
DTXSID7031458,Indole-3-carbinol,700-06-1,C9H9NO,147.068414,92,466,20,Inactive,-1.5086023895391095e-17,3.497364529258009,0.14205786114356367,0.4088768607763257,-0.3884074664119294
DTXSID9024063,"2,6-Dimethylphenol",576-26-1,C8H10O,122.073165,8,601,1,Inactive,-1.302658159761506e-17,2.434880549306016,0.0989013069929722,0.2881525436494936,-0.5403775423569157
DTXSID3020964,Nitrobenzene,98-95-3,C6H5NO2,123.032028,8,601,1,Inactive,-6.879457481235033e-18,8.579335779104944,0.3484801428665107,0.2793685287449379,-0.5538225193465007
DTXSID2041759,Quaternium 17,124-03-8,C20H44BrN,377.265713,293,464,63,Inactive,-6.665394127295279e-18,11.013724949535064,0.4473614907641306,5.839759225166072,0.7663949414039418
DTXSID4022731,Carbamazepine,298-46-4,C15H12N2O,236.094963,30,659,5,Inactive,-3.501556744723775e-18,5.880363569492975,0.23885181668664354,1.8706720125324576,0.2719976487325419
DTXSID8024072,Diphenamid,957-51-7,C16H17NO,239.131014,10,366,3,Inactive,-3.187722982047201e-18,6.774270028717041,0.27516099709876607,4.96078572884771,0.6955504689654858
DTXSID3026691,Triacetin,102-76-1,C9H14O6,218.079038,4,594,1,Inactive,-3.1283135581647357e-18,9.298661068541419,0.3776980900461545,6.644014457165031,0.8224305687914227
DTXSID0032520,Azoxystrobin,131860-33-8,C22H17N3O5,403.116821,274,883,31,Inactive,-3.090825724439537e-18,5.631814079254855,0.22875609784573644,5.9743930901538045,0.7762937939742252
DTXSID0048189,Lauryl gallate,1166-52-5,C19H30O5,338.209324,191,376,51,Inactive,-3.0806950647830007e-18,4.506020520707188,0.18302800068040814,0.20990218932370486,-0.677983031611761
DTXSID0026838,Isopropyl tetradecanoate,110-27-0,C17H34O2,270.255880,1,369,0,Inactive,-2.84144792101523e-18,2.7308827571930436,0.11092448621676466,0.32295021840742105,-0.4908644174125
DTXSID3035266,(Z)-Tetradec-11-enyl acetate,20711-10-8,C16H30O2,254.224580,0,249,0,Inactive,-2.0669869007415077e-18,6.84797859095996,0.27815493170655425,0.4466435193707441,-0.35003896307883386
DTXSID0023878,Anthracene,120-12-7,C14H10,178.078250,39,661,6,Inactive,-1.924696041240331e-18,5.52392526323646,0.2243738110361495,0.0022900002586946763,-2.6401644685991235
DTXSID6047315,PharmaGSID_47315,444610-91-7,C33H34F3N3O4S2,657.194283,378,644,59,Inactive,-1.6822285317235018e-18,8.532871557554255,0.3465928337576166,0.06919435342141002,-1.15992934453138
DTXSID6025068,Dihexyl phthalate,84-75-3,C20H30O4,334.214409,55,622,9,Inactive,-1.468554871279618e-18,5.566688042394709,0.22611077293787732,0.2929745033736395,-0.5331701732498059
DTXSID2041622,Benfuracarb,82560-54-1,C20H30N2O5S,410.187543,104,452,23,Inactive,-1.1873546493057393e-18,6.374090629628655,0.2589062918678322,0.30174569529914225,-0.5203589168268481
DTXSID9047679,2-Pentylfuran,3777-69-3,C9H14O,138.104465,38,334,11,Inactive,-7.041598090045429e-19,7.362907422501984,0.29907059200963787,0.6700133173324389,-0.17391656508049744
DTXSID0047242,"2,4-Diaminoanisole sulfate hydrate (1:1:x)",123333-56-2,, ,74,247,30,Inactive,-6.326065952939362e-19,6.1513393095590825,0.24985845718223762,5.966664661702525,0.775731630325313
DTXSID7021029,N-Nitrosodimethylamine,62-75-9,C2H6N2O,74.048013,6,594,1,Inactive,-5.981471344064252e-19,3.524899111893701,0.14317627584811748,0.03261315284368954,-1.4866072141830495
DTXSID8021640,Nonanedioic acid,123-99-9,C9H16O4,188.104859,0,360,0,Inactive,-3.2695282119996693e-19,7.274903316865555,0.29549599321846876,0.06023675707210036,-1.220138417013241
DTXSID7027540,N-Butylbenzenesulfonamide,3622-84-2,C10H15NO2S,213.082350,17,420,4,Inactive,-2.665431427360215e-19,2.710700183493379,0.11010469942354897,0.05481183755969758,-1.2611256380179374
DTXSID7021653,Pentanal,110-62-3,C5H10O,86.073165,13,608,2,Inactive,-2.4661787278171624e-19,7.778338756009447,0.31594480863658153,0.2898149333665705,-0.5378792402878756
DTXSID9047629,2-Methylundecanal,110-41-8,C12H24O,184.182715,36,331,11,Inactive,-2.23113396561192e-19,3.519382975975489,0.1429522184289486,44.96705918076953,1.6528944858929004
DTXSID5047324,SB281832,219790-72-4,C22H19FN4O3,406.144119,63,598,11,Inactive,-1.4575746796805736e-19,5.85902347287082,0.23798501299564156,6.075684298873403,0.7835951992231232
DTXSID0047533,Tri-n-octyl trimellitate,89-04-3,C33H54O6,546.392039,10,601,2,Inactive,-8.896573755940571e-20,3.0114283417728127,0.12231983987957773,5.944719881116261,0.7741313952117923
DTXSID3047558,2-(Perfluorohexyl)ethyl methacrylate,2144-53-8,C12H9F13O2,432.039496,10,708,1,Inactive,-5.200802723273262e-20,2.4247765289154284,0.0984908963784566,0.5427254789965463,-0.2654197893881662
DTXSID3047344,Cariporide mesylate,159138-81-5,C13H21N3O6S2,379.087178,76,622,12,Inactive,-2.82303902798567e-20,8.361381925434506,0.33962717428934364,4.697025030372789,0.6718228745379046
DTXSID3033307,Cetylpyridinium bromide,140-72-7,C21H38BrN,383.218763,169,332,51,Inactive,-1.889874689307326e-20,9.571632947239042,0.3887858107900804,1.5750340463861223,0.19728994606073655
DTXSID7041883,Dinoterb,1420-07-1,C10H12N2O5,240.074621,83,247,34,Inactive,-1.6028925338681873e-20,5.742792681817194,0.23326388729142292,0.335373491690194,-0.47447126751299384
DTXSID6046979,"1-(2,6-Dichlorophenyl)-2-indolinone",15362-40-0,C14H9Cl2NO,277.006119,55,329,17,Inactive,0,18.66423771681257,0.7581141936290917,6.450330087104244,0.809581939649199
DTXSID7034252,Tepraloxydim,149979-41-9,C17H24ClNO4,341.139386,8,662,1,Inactive,0,-2.4505194438603795,0.09953653614694144,1.3464314345835946,0.12918424238163592
DTXSID9036515,Testosterone propionate,57-85-2,C22H32O3,344.235145,263,673,39,Inactive,0,3.008786398676912,0.12221252799306236,0.08958622855474932,-1.0477587461677198
DTXSID8024101,Tribenuron-methyl,101200-48-0,C15H17N5O6S,395.089954,9,521,2,Inactive,0,2.3484805777586755,0.09539186579569331,0.04785856790683065,-1.3200403011146913
DTXSID4022448,Metolachlor,51218-45-2,C15H22ClNO2,283.133907,105,759,14,Inactive,0,-5.048132722466427,0.2050478099503569,0.14927409032149655,-0.826015566735083
DTXSID0022018,Disulfoton,298-04-4,C8H19O2PS3,274.028480,55,742,7,Inactive,0,-3.9700184048260967,0.16125637421325037,0.05702133741962606,-1.2439626006506928
DTXSID7023980,Chlorsulfuron,64902-72-3,C12H12ClN5O4S,357.029853,8,511,2,Inactive,0,-8.902917442463188,0.36162355946417973,0.2119951819695558,-0.6736740092024417
DTXSID6032352,Chlorpyrifos-methyl,5598-13-0,C7H7Cl3NO3PS,320.894984,119,822,14,Inactive,0,-3.273809315222569,0.1329773734541366,0.061970654568090505,-1.2078139165692434
DTXSID9034492,Cyazofamid,120116-88-3,C13H13ClN4O2S,324.044775,310,767,40,Inactive,0,4.893685400388118,0.19877438433222425,1.1000850496814385,0.04142626259411564
DTXSID4032580,Trifloxystrobin,141517-21-7,C20H19F3N2O4,408.129692,233,768,30,Inactive,0,16.204927783967246,0.6582206006031318,6.357982408112576,0.8033193219319777
DTXSID6021086,Oxamyl,23135-22-0,C7H13N3O3S,219.067762,31,687,5,Inactive,0,-13.99598670805618,0.5684966264474658,6.273799799696131,0.797530656013866
DTXSID5037523,Diazoxon,962-58-3,C12H21N2O4P,288.123894,29,726,4,Inactive,0,-7.921815933085099,0.3217726429180162,0.06812451393184947,-1.1666965833937406
DTXSID8024315,Myclobutanil,88671-89-0,C15H17ClN4,288.114174,125,722,17,Inactive,0,-9.329137594205307,0.3789360021981993,6.333002447315933,0.8016096558554571
DTXSID9023889,Quizalofop-ethyl,76578-14-8,C19H17ClN2O4,372.087685,50,661,8,Inactive,0,-16.56568087270894,0.6728738664434105,6.444340662425215,0.8091784901427368
DTXSID2032550,"Fenpyroximate (Z,E)",111812-58-9,C24H27N3O4,421.200156,295,756,39,Inactive,0,-10.718669560673492,0.4353767699522426,6.359603640820802,0.8034300493011763
DTXSID7022253,Resmethrin,10453-86-8,C22H26O3,338.188195,150,725,21,Inactive,0,-10.036194264056162,0.4076556158918891,0.4198520322272686,-0.3769037403394099
DTXSID0032601,Cyproconazole,94361-06-5,C15H18ClN3O,291.113840,104,715,15,Inactive,0,5.491958041848758,0.22307534899164444,0.15957111135524876,-0.7970457302447658
DTXSID5024344,Tri-allate,2303-17-5,C10H16Cl3NOS,303.001818,164,760,22,Inactive,0,5.125426376090216,0.20818736575642452,0.3115904383939374,-0.5064158777532088
DTXSID6024206,Molinate,2212-67-1,C9H17NOS,187.103085,29,724,4,Inactive,0,-10.70111475291913,0.4346637191903021,6.540226432923179,0.8155927845424202
DTXSID9020247,Carbaryl,63-25-2,C12H11NO2,201.078979,104,752,14,Inactive,0,-4.359263099613987,0.17706692765726847,0.7361442208956113,-0.1330370929950159
DTXSID5035957,Cyfluthrin,68359-37-5,C22H18Cl2FNO3,433.064777,137,823,17,Inactive,0,-7.004042887947239,0.284494036494007,0.19892790751429712,-0.7013042856072756
DTXSID7023063,Flufenamic acid,530-78-9,C14H10F3NO2,281.066363,52,332,16,Inactive,0,-7.255716139834836,0.29471663799039216,6.495006196424139,0.8125795697387661
DTXSID1021372,"3,4,4'-Triaminodiphenyl ether",6264-66-0,C12H13N3O,215.105862,62,329,19,Inactive,0,10.291820837250551,0.4180387955506471,6.168132584277878,0.7901537003219887
DTXSID6034712,Mesosulfuron-methyl,208465-21-8,C17H21N5O9S2,503.078070,2,260,1,Inactive,0,14.082871153821614,0.5720257462829381,0.9295732581821908,-0.0317163784896323
DTXSID2021781,"Dibutyl 1,2-benzenedicarboxylate",84-74-2,C16H22O4,278.151809,102,826,12,Inactive,0,10.338166655929808,0.41992129530709066,6.4560392456627005,0.8099661617578406
DTXSID4022361,Vinclozolin,50471-44-8,C12H9Cl2NO3,284.995949,112,836,13,Inactive,0,-5.246473994678392,0.21310414399023545,0.24502677984904253,-0.6107864474514612
DTXSID6024200,m-Cresol,108-39-4,C7H8O,108.057515,3,371,1,Inactive,0,-3.898284108819489,0.15834263142890873,1.6324130335084004,0.21283005360808288
DTXSID2034700,"Acetic acid, 2-(4-chloro-2-methylphenoxy)-, sodium salt (1:1)",3653-48-3,C9H8ClNaO3,222.005966,3,360,1,Inactive,0,-11.291190641175518,0.45863174365467646,1.100551071973879,0.04161020114814061
DTXSID1041970,Fenchol,1632-73-1,C10H18O,154.135765,12,362,3,Inactive,0,-5.6030240371812035,0.2275866882045619,0.122065309798556,-0.9134077423094871
DTXSID9032533,Chlorfenapyr,122453-73-0,C15H11BrClF3N2O,405.969538,238,435,55,Inactive,0,-4.659155676188318,0.18924812799957885,6.143646038268866,0.7884261861811884
DTXSID7028015,Tripropylene glycol diacrylate,42978-66-5,, ,200,445,45,Inactive,0,5.513681339112809,0.22395771773545156,5.88030317146812,0.7693997176240067
DTXSID5021413,"Tris(2,3-dibromopropyl) phosphate",126-72-7,C9H15Br6O4P,691.580824,142,487,29,Inactive,0,-3.5034917308594467,0.14230673916214423,0.132191127805112,-0.8787976921619065
DTXSID2025395,Hexamethyldisilazane,999-97-3,C6H19NSi2,161.105603,4,363,1,Inactive,0,4.778340703716129,0.19408925049318682,6.152768333355583,0.789070563155732
DTXSID5025021,Dicyclohexyl phthalate,84-61-7,C20H26O4,330.183109,170,497,34,Inactive,0,-2.731673863653268,0.1109566198107141,0.31300994209447347,-0.504441867794782
DTXSID5021590,Dodecanoic acid,143-07-7,C12H24O2,200.177630,33,363,9,Inactive,0,17.082067306274325,0.6938487324209685,6.46160047949507,0.8103401021009022
DTXSID4027282,Phenyl phosphorus dichloride,644-97-3,C6H5Cl2P,177.950593,3,367,1,Inactive,0,-10.499474768828229,0.4264733962710459,1.1739290414165036,0.06964184661124846
DTXSID8037754,"2,4,6-Tris(allyloxy)-1,3,5-triazine",101-37-1,C12H15N3O3,249.111341,25,375,7,Inactive,0,-7.602067527717809,0.3087849276854325,6.781057130458001,0.8312974033267426
DTXSID7025502,Linalool,78-70-6,C10H18O,154.135765,7,486,1,Inactive,0,3.9622663435726553,0.1609414967585541,0.11575753865950623,-0.9364507161492029
DTXSID0020151,Benzyl acetate,140-11-4,C9H10O2,150.068080,13,365,4,Inactive,0,-4.932596207585915,0.2003548847346405,0.07665565095631233,-1.1154558239970525
DTXSID8022589,Aminoglutethimide,125-84-8,C13H16N2O2,232.121178,10,383,3,Inactive,0,-9.497760726050984,0.3857852285939414,6.4871292962541975,0.8120525540255142
DTXSID2020212,4-Methyl-2-tert-butylphenol,2409-55-4,C11H16O,164.120115,177,480,37,Inactive,0,2.5821435479917634,0.10488291584268596,4.899538413620332,0.6901551669958179
DTXSID1021790,2-Nitrophenol,88-75-5,C6H5NO3,139.026943,6,362,2,Inactive,0,2.9111159164991425,0.11824529504409144,0.12343610559771886,-0.908557788695566
DTXSID5026548,"2,4,6-Tris(dimethylaminomethyl)phenol",90-72-2,C15H27N3O,265.215413,4,357,1,Inactive,0,10.401714721114399,0.4225025253002507,6.459323410492604,0.8101870296857496
DTXSID1033371,Cyclopentanol,96-41-3,C5H10O,86.073165,4,362,1,Inactive,0,-3.2301842669076644,0.13120538743321852,0.21192901006662546,-0.6738095904835903
